household_id,population,waste_gen_kg_per_day,recycling_rate,collection_route,route_length_km,route_time_hr,fuel_cost_per_km,labor_cost_per_hour,maintenance_cost_per_km
868,7,3.7,0.26,23,11.05,3.69,0.8,15,0.1
869,1,3.23,0.23,4,23.44,2.78,0.8,15,0.1
870,1,3.74,0.36,14,8.67,1.76,0.8,15,0.1
871,1,6.46,0.58,29,14.47,2.84,0.8,15,0.1
872,5,3.14,0.64,1,15.03,1.7,0.8,15,0.1
873,4,2.72,0.28,4,23.44,2.78,0.8,15,0.1
874,5,4.14,0.51,32,23.11,1.36,0.8,15,0.1
875,4,0.5,0.7,33,15.64,1.85,0.8,15,0.1
876,5,3.58,0.21,26,13.47,1.03,0.8,15,0.1
877,5,3.05,0.1,17,8.42,1.8,0.8,15,0.1
878,6,2.31,0.16,39,16.05,1.15,0.8,15,0.1
879,3,4.11,0.05,23,11.05,3.69,0.8,15,0.1
880,5,3.56,0.58,32,23.11,1.36,0.8,15,0.1
881,6,1.34,0.43,15,13.13,2.15,0.8,15,0.1
882,2,2.72,0.53,13,7.25,3.8,0.8,15,0.1
883,3,0.5,0.4,2,13.19,3.34,0.8,15,0.1
884,5,3.85,0.08,19,17.23,2.7,0.8,15,0.1
885,7,3.84,0.25,24,24.44,3.58,0.8,15,0.1
886,1,2.55,0.57,24,24.44,3.58,0.8,15,0.1
887,2,4.15,0.39,11,23.95,2.11,0.8,15,0.1
888,2,1.96,0.33,22,9.89,1.39,0.8,15,0.1
889,6,2.34,0.11,15,13.13,2.15,0.8,15,0.1
890,2,4.0,0.06,10,20.32,3.8,0.8,15,0.1
891,3,2.67,0.33,27,13.85,1.14,0.8,15,0.1
892,5,3.42,0.5,9,15.84,1.39,0.8,15,0.1
893,5,2.82,0.57,28,15.88,2.02,0.8,15,0.1
894,7,3.01,0.28,1,15.03,1.7,0.8,15,0.1
895,1,3.06,0.64,17,8.42,1.8,0.8,15,0.1
896,6,2.65,0.11,31,13.68,3.46,0.8,15,0.1
897,1,3.86,0.51,10,20.32,3.8,0.8,15,0.1
898,2,2.75,0.12,37,23.29,1.8,0.8,15,0.1
899,7,3.52,0.11,29,14.47,2.84,0.8,15,0.1
900,1,2.63,0.36,18,15.18,1.44,0.8,15,0.1
901,3,1.66,0.19,38,23.08,1.96,0.8,15,0.1
902,5,4.59,0.18,39,16.05,1.15,0.8,15,0.1
903,2,4.1,0.3,6,17.1,2.68,0.8,15,0.1
904,7,6.25,0.4,40,5.88,3.16,0.8,15,0.1
905,1,2.25,0.37,12,7.71,2.56,0.8,15,0.1
906,6,3.25,0.11,14,8.67,1.76,0.8,15,0.1
907,3,3.35,0.47,10,20.32,3.8,0.8,15,0.1
908,3,4.69,0.56,20,19.29,3.81,0.8,15,0.1
909,1,2.89,0.51,15,13.13,2.15,0.8,15,0.1
910,5,2.09,0.21,31,13.68,3.46,0.8,15,0.1
911,1,4.95,0.3,7,14.73,2.51,0.8,15,0.1
912,2,3.12,0.16,10,20.32,3.8,0.8,15,0.1
913,1,4.55,0.35,10,20.32,3.8,0.8,15,0.1
914,3,4.41,0.39,39,16.05,1.15,0.8,15,0.1
915,7,3.46,0.39,28,15.88,2.02,0.8,15,0.1
916,1,3.29,0.52,30,22.38,2.99,0.8,15,0.1
917,5,3.03,0.22,37,23.29,1.8,0.8,15,0.1
918,7,3.48,0.44,3,20.42,1.68,0.8,15,0.1
919,6,4.54,0.47,15,13.13,2.15,0.8,15,0.1
920,4,2.54,0.22,21,23.25,3.84,0.8,15,0.1
921,1,3.63,0.17,37,23.29,1.8,0.8,15,0.1
922,5,2.16,0.63,12,7.71,2.56,0.8,15,0.1
923,7,2.31,0.41,4,23.44,2.78,0.8,15,0.1
924,5,3.46,0.3,9,15.84,1.39,0.8,15,0.1
925,6,1.15,0.19,39,16.05,1.15,0.8,15,0.1
926,3,5.97,0.32,28,15.88,2.02,0.8,15,0.1
927,5,2.07,0.05,23,11.05,3.69,0.8,15,0.1
928,7,3.45,0.12,40,5.88,3.16,0.8,15,0.1
929,5,4.9,0.18,22,9.89,1.39,0.8,15,0.1
930,5,2.46,0.48,24,24.44,3.58,0.8,15,0.1
931,5,0.74,0.44,26,13.47,1.03,0.8,15,0.1
932,2,2.97,0.44,30,22.38,2.99,0.8,15,0.1
933,2,2.45,0.07,33,15.64,1.85,0.8,15,0.1
934,3,0.77,0.17,16,20.89,2.37,0.8,15,0.1
935,1,3.84,0.5,22,9.89,1.39,0.8,15,0.1
936,5,3.75,0.28,18,15.18,1.44,0.8,15,0.1
937,6,4.87,0.59,7,14.73,2.51,0.8,15,0.1
938,1,2.16,0.09,26,13.47,1.03,0.8,15,0.1
939,6,1.58,0.15,8,8.53,3.44,0.8,15,0.1
940,1,3.01,0.44,6,17.1,2.68,0.8,15,0.1
941,3,3.39,0.16,30,22.38,2.99,0.8,15,0.1
942,5,4.61,0.29,39,16.05,1.15,0.8,15,0.1
943,5,5.19,0.34,23,11.05,3.69,0.8,15,0.1
944,4,4.96,0.45,32,23.11,1.36,0.8,15,0.1
945,6,3.83,0.17,22,9.89,1.39,0.8,15,0.1
946,1,4.46,0.18,9,15.84,1.39,0.8,15,0.1
947,1,2.73,0.51,31,13.68,3.46,0.8,15,0.1
948,2,3.7,0.62,7,14.73,2.51,0.8,15,0.1
949,4,2.07,0.29,9,15.84,1.39,0.8,15,0.1
950,7,3.58,0.42,13,7.25,3.8,0.8,15,0.1
951,7,3.61,0.25,3,20.42,1.68,0.8,15,0.1
952,2,5.57,0.17,35,22.26,1.49,0.8,15,0.1
953,2,3.23,0.4,33,15.64,1.85,0.8,15,0.1
954,2,3.61,0.26,21,23.25,3.84,0.8,15,0.1
955,6,3.78,0.32,31,13.68,3.46,0.8,15,0.1
956,6,2.95,0.17,34,5.94,3.01,0.8,15,0.1
957,3,2.54,0.37,32,23.11,1.36,0.8,15,0.1
958,3,5.06,0.17,35,22.26,1.49,0.8,15,0.1
959,2,2.32,0.71,15,13.13,2.15,0.8,15,0.1
960,4,1.91,0.31,32,23.11,1.36,0.8,15,0.1
961,1,4.32,0.36,6,17.1,2.68,0.8,15,0.1
962,6,4.89,0.38,21,23.25,3.84,0.8,15,0.1
963,4,2.96,0.1,33,15.64,1.85,0.8,15,0.1
964,5,2.98,0.34,32,23.11,1.36,0.8,15,0.1
965,6,3.84,0.28,19,17.23,2.7,0.8,15,0.1
966,6,2.65,0.36,33,15.64,1.85,0.8,15,0.1
967,3,2.56,0.22,28,15.88,2.02,0.8,15,0.1
968,1,4.56,0.32,31,13.68,3.46,0.8,15,0.1
969,1,4.23,0.05,21,23.25,3.84,0.8,15,0.1
970,7,5.07,0.45,34,5.94,3.01,0.8,15,0.1
971,7,2.0,0.47,15,13.13,2.15,0.8,15,0.1
972,7,2.9,0.45,14,8.67,1.76,0.8,15,0.1
973,7,3.84,0.4,19,17.23,2.7,0.8,15,0.1
974,5,2.39,0.12,15,13.13,2.15,0.8,15,0.1
975,5,4.27,0.43,6,17.1,2.68,0.8,15,0.1
976,6,4.97,0.34,9,15.84,1.39,0.8,15,0.1
977,2,2.8,0.52,37,23.29,1.8,0.8,15,0.1
978,3,3.55,0.05,20,19.29,3.81,0.8,15,0.1
979,3,5.25,0.13,34,5.94,3.01,0.8,15,0.1
980,7,5.66,0.2,38,23.08,1.96,0.8,15,0.1
981,6,4.39,0.43,26,13.47,1.03,0.8,15,0.1
982,4,4.21,0.6,18,15.18,1.44,0.8,15,0.1
983,2,2.48,0.4,28,15.88,2.02,0.8,15,0.1
984,6,3.93,0.18,9,15.84,1.39,0.8,15,0.1
985,2,4.17,0.13,32,23.11,1.36,0.8,15,0.1
986,2,3.25,0.18,6,17.1,2.68,0.8,15,0.1
987,2,2.79,0.14,14,8.67,1.76,0.8,15,0.1
988,6,1.96,0.25,28,15.88,2.02,0.8,15,0.1
989,7,1.41,0.18,24,24.44,3.58,0.8,15,0.1
990,3,1.16,0.23,13,7.25,3.8,0.8,15,0.1
991,3,4.2,0.18,12,7.71,2.56,0.8,15,0.1
992,7,3.68,0.04,19,17.23,2.7,0.8,15,0.1
993,2,2.92,0.41,21,23.25,3.84,0.8,15,0.1
994,4,3.1,0.36,27,13.85,1.14,0.8,15,0.1
995,1,3.75,0.22,19,17.23,2.7,0.8,15,0.1
996,6,3.3,0.41,24,24.44,3.58,0.8,15,0.1
997,1,1.89,0.1,26,13.47,1.03,0.8,15,0.1
998,7,4.6,0.55,28,15.88,2.02,0.8,15,0.1
999,4,3.86,0.48,18,15.18,1.44,0.8,15,0.1
1000,6,3.82,0.25,36,21.25,3.56,0.8,15,0.1
